0,IPS,1,1,mz_331_3,0
1,T,3,49,6.125,0
1,T,3,50,6.25,0
1,T,3,51,6.375,0
1,T,3,52,6.5,0
1,T,3,53,6.625,0
1,T,3,54,6.75,0
1,T,3,55,6.875,0
1,T,3,56,7.0,0
1,T,3,57,7.125,0
1,T,3,58,7.25,0
1,T,3,59,7.375,0
1,T,3,60,7.5,0
1,T,3,61,7.625,0
1,T,3,62,7.75,0
1,T,3,63,7.875,0
1,T,3,64,8.0,0
1,T,4,1,0.125,0
1,T,4,2,0.25,1
1,T,4,3,0.375,0
1,T,4,4,0.5,0
1,T,4,5,0.625,0
1,T,4,6,0.75,0
1,T,4,7,0.875,0
1,T,4,8,1.0,0
1,T,4,9,1.125,0
1,T,4,10,1.25,0
1,T,4,11,1.375,0
1,T,4,12,1.5,1
1,T,4,13,1.625,0
1,T,4,14,1.75,0
1,T,4,15,1.875,0
1,T,4,16,2.0,0
1,T,4,17,2.125,0
1,T,4,18,2.25,0
1,T,4,19,2.375,0
1,T,4,20,2.5,0
1,T,4,21,2.625,0
1,T,4,22,2.75,0
1,T,4,23,2.875,0
1,T,4,24,3.0,0
1,T,4,25,3.125,0
1,T,4,26,3.25,0
1,T,4,27,3.375,0
1,T,4,28,3.5,0
1,T,4,29,3.625,0
1,T,4,30,3.75,0
1,T,4,31,3.875,0
1,T,4,32,4.0,0
1,T,4,33,4.125,0
1,T,4,34,4.25,0
1,T,4,35,4.375,0
1,T,4,36,4.5,0
1,T,4,37,4.625,0
1,T,4,38,4.75,0
1,T,4,39,4.875,0
1,T,4,40,5.0,0
1,T,4,41,5.125,0
1,T,4,42,5.25,0
1,T,4,43,5.375,0
1,T,4,44,5.5,0
1,T,4,45,5.625,0
1,T,4,46,5.75,0
1,T,4,47,5.875,0
1,T,4,48,6.0,0
1,T,4,49,6.125,0
1,T,4,50,6.25,0
1,T,4,51,6.375,0
1,T,4,52,6.5,0
1,T,4,53,6.625,0
1,T,4,54,6.75,0
1,T,4,55,6.875,0
1,T,4,56,7.0,0
1,T,4,57,7.125,0
1,T,4,58,7.25,0
1,T,4,59,7.375,0
1,T,4,60,7.5,0
1,T,4,61,7.625,0
1,T,4,62,7.75,0
1,T,4,63,7.875,0
1,T,4,64,8.0,0
1,T,5,1,0.125,0
1,T,5,2,0.25,1
1,T,5,3,0.375,0
1,T,5,4,0.5,0
1,T,5,5,0.625,0
1,T,5,6,0.75,0
1,T,5,7,0.875,0
1,T,5,8,1.0,0
1,T,5,9,1.125,0
1,T,5,10,1.25,0
1,T,5,11,1.375,0
1,T,5,12,1.5,0
1,T,5,13,1.625,0
1,T,5,14,1.75,0
1,T,5,15,1.875,0
1,T,5,16,2.0,0
1,T,5,17,2.125,0
1,T,5,18,2.25,0
1,T,5,19,2.375,0
1,T,5,20,2.5,0
1,T,5,21,2.625,0
1,T,5,22,2.75,0
1,T,5,23,2.875,0
1,T,5,24,3.0,0
1,T,5,25,3.125,0
1,T,5,26,3.25,0
1,T,5,27,3.375,0
1,T,5,28,3.5,0
1,T,5,29,3.625,0
1,T,5,30,3.75,0
1,T,5,31,3.875,0
1,T,5,32,4.0,0
1,T,5,33,4.125,0
1,T,5,34,4.25,0
1,T,5,35,4.375,0
1,T,5,36,4.5,0
1,T,5,37,4.625,0
1,T,5,38,4.75,0
1,T,5,39,4.875,0
1,T,5,40,5.0,0
1,T,5,41,5.125,0
1,T,5,42,5.25,0
1,T,5,43,5.375,0
1,T,5,44,5.5,0
1,T,5,45,5.625,0
1,T,5,46,5.75,0
1,T,5,47,5.875,0
1,T,5,48,6.0,0
1,T,5,49,6.125,0
1,T,5,50,6.25,0
1,T,5,51,6.375,0
1,T,5,52,6.5,0
1,T,5,53,6.625,0
1,T,5,54,6.75,0
1,T,5,55,6.875,0
1,T,5,56,7.0,0
1,T,5,57,7.125,0
1,T,5,58,7.25,0
1,T,5,59,7.375,0
1,T,5,60,7.5,0
1,T,5,61,7.625,0
1,T,5,62,7.75,0
1,T,5,63,7.875,0
1,T,5,64,8.0,0
1,T,6,1,0.125,0
1,T,6,2,0.25,1
1,T,6,3,0.375,0
1,T,6,4,0.5,0
1,T,6,5,0.625,0
1,T,6,6,0.75,0
1,T,6,7,0.875,0
1,T,6,8,1.0,0
1,T,6,9,1.125,0
1,T,6,10,1.25,0
1,T,6,11,1.375,0
1,T,6,12,1.5,0
1,T,6,13,1.625,0
1,T,6,14,1.75,0
1,T,6,15,1.875,0
1,T,6,16,2.0,0
1,T,6,17,2.125,0
1,T,6,18,2.25,0
1,T,6,19,2.375,0
1,T,6,20,2.5,0
1,T,6,21,2.625,0
1,T,6,22,2.75,0
1,T,6,23,2.875,0
1,T,6,24,3.0,0
1,T,6,25,3.125,0
1,T,6,26,3.25,0
1,T,6,27,3.375,0
1,T,6,28,3.5,0
1,T,6,29,3.625,0
1,T,6,30,3.75,0
1,T,6,31,3.875,0
1,T,6,32,4.0,0
1,T,6,33,4.125,0
1,T,6,34,4.25,0
1,T,6,35,4.375,0
1,T,6,36,4.5,0
1,T,6,37,4.625,0
1,T,6,38,4.75,0
1,T,6,39,4.875,0
1,T,6,40,5.0,0
1,T,6,41,5.125,0
1,T,6,42,5.25,0
1,T,6,43,5.375,0
1,T,6,44,5.5,0
1,T,6,45,5.625,0
1,T,6,46,5.75,0
1,T,6,47,5.875,0
1,T,6,48,6.0,0
1,T,6,49,6.125,0
1,T,6,50,6.25,0
1,T,6,51,6.375,0
1,T,6,52,6.5,0
1,T,6,53,6.625,0
1,T,6,54,6.75,0
1,T,6,55,6.875,0
1,T,6,56,7.0,0
1,T,6,57,7.125,0
1,T,6,58,7.25,0
1,T,6,59,7.375,0
1,T,6,60,7.5,0
1,T,6,61,7.625,0
1,T,6,62,7.75,0
1,T,6,63,7.875,0
1,T,6,64,8.0,0
1,T,7,1,0.125,0
1,T,7,2,0.25,0
1,T,7,3,0.375,0
1,T,7,4,0.5,0
1,T,7,5,0.625,0
1,T,7,6,0.75,1
1,T,7,7,0.875,0
1,T,7,8,1.0,1
1,T,7,9,1.125,0
1,T,7,10,1.25,0
1,T,7,11,1.375,0
1,T,7,12,1.5,0
1,T,7,13,1.625,0
1,T,7,14,1.75,0
1,T,7,15,1.875,0
1,T,7,16,2.0,0
1,T,7,17,2.125,0
1,T,7,18,2.25,0
1,T,7,19,2.375,0
1,T,7,20,2.5,0
1,T,7,21,2.625,0
1,T,7,22,2.75,0
1,T,7,23,2.875,0
1,T,7,24,3.0,0
1,T,7,25,3.125,0
1,T,7,26,3.25,0
1,T,7,27,3.375,0
1,T,7,28,3.5,0
1,T,7,29,3.625,0
1,T,7,30,3.75,0
1,T,7,31,3.875,0
1,T,7,32,4.0,0
1,T,7,33,4.125,0
1,T,7,34,4.25,0
1,T,7,35,4.375,0
1,T,7,36,4.5,0
1,T,7,37,4.625,0
1,T,7,38,4.75,0
1,T,7,39,4.875,0
1,T,7,40,5.0,0
1,T,7,41,5.125,0
1,T,7,42,5.25,0
1,T,7,43,5.375,0
1,T,7,44,5.5,0
1,T,7,45,5.625,0
1,T,7,46,5.75,0
1,T,7,47,5.875,0
1,T,7,48,6.0,0
1,T,7,49,6.125,0
1,T,7,50,6.25,0
1,T,7,51,6.375,0
1,T,7,52,6.5,0
1,T,7,53,6.625,0
1,T,7,54,6.75,0
1,T,7,55,6.875,0
1,T,7,56,7.0,0
1,T,7,57,7.125,0
1,T,7,58,7.25,0
1,T,7,59,7.375,0
1,T,7,60,7.5,0
1,T,7,61,7.625,0
1,T,7,62,7.75,0
1,T,7,63,7.875,0
1,T,7,64,8.0,0
1,T,8,1,0.125,0
1,T,8,2,0.25,1
1,T,8,3,0.375,0
1,T,8,4,0.5,0
1,T,8,5,0.625,0
1,T,8,6,0.75,0
1,T,8,7,0.875,0
1,T,8,8,1.0,1
1,T,8,9,1.125,0
1,T,8,10,1.25,0
1,T,8,11,1.375,0
1,T,8,12,1.5,0
1,T,8,13,1.625,0
1,T,8,14,1.75,0
1,T,8,15,1.875,0
1,T,8,16,2.0,0
1,T,8,17,2.125,0
1,T,8,18,2.25,0
1,T,8,19,2.375,0
1,T,8,20,2.5,0
1,T,8,21,2.625,0
1,T,8,22,2.75,0
1,T,8,23,2.875,0
1,T,8,24,3.0,0
1,T,8,25,3.125,0
1,T,8,26,3.25,0
1,T,8,27,3.375,0
1,T,8,28,3.5,0
1,T,8,29,3.625,0
1,T,8,30,3.75,0
1,T,8,31,3.875,0
1,T,8,32,4.0,0
1,T,8,33,4.125,0
1,T,8,34,4.25,0
1,T,8,35,4.375,0
1,T,8,36,4.5,0
1,T,8,37,4.625,0
1,T,8,38,4.75,0
1,T,8,39,4.875,0
1,T,8,40,5.0,0
1,T,8,41,5.125,0
1,T,8,42,5.25,0
1,T,8,43,5.375,0
1,T,8,44,5.5,0
1,T,8,45,5.625,0
1,T,8,46,5.75,0
1,T,8,47,5.875,0
1,T,8,48,6.0,0
1,T,8,49,6.125,0
1,T,8,50,6.25,0
1,T,8,51,6.375,0
1,T,8,52,6.5,0
1,T,8,53,6.625,0
1,T,8,54,6.75,0
1,T,8,55,6.875,0
1,T,8,56,7.0,0
1,T,8,57,7.125,0
1,T,8,58,7.25,0
1,T,8,59,7.375,0
1,T,8,60,7.5,0
1,T,8,61,7.625,0
1,T,8,62,7.75,0
1,T,8,63,7.875,0
1,T,8,64,8.0,0
1,T,9,1,0.125,0
1,T,9,2,0.25,1
1,T,9,3,0.375,0
1,T,9,4,0.5,0
1,T,9,5,0.625,0
1,T,9,6,0.75,0
1,T,9,7,0.875,0
1,T,9,8,1.0,0
1,T,9,9,1.125,0
1,T,9,10,1.25,0
1,T,9,11,1.375,0
1,T,9,12,1.5,0
1,T,9,13,1.625,0
1,T,9,14,1.75,0
1,T,9,15,1.875,0
1,T,9,16,2.0,1
1,T,9,17,2.125,0
1,T,9,18,2.25,0
1,T,9,19,2.375,0
1,T,9,20,2.5,0
1,T,9,21,2.625,0
1,T,9,22,2.75,0
1,T,9,23,2.875,0
1,T,9,24,3.0,0
1,T,9,25,3.125,0
1,T,9,26,3.25,0
1,T,9,27,3.375,0
1,T,9,28,3.5,0
1,T,9,29,3.625,0
1,T,9,30,3.75,0
1,T,9,31,3.875,0
1,T,9,32,4.0,0
1,T,9,33,4.125,0
1,T,9,34,4.25,0
1,T,9,35,4.375,0
1,T,9,36,4.5,0
1,T,9,37,4.625,0
1,T,9,38,4.75,0
1,T,9,39,4.875,0
1,T,9,40,5.0,0
1,T,9,41,5.125,0
1,T,9,42,5.25,0
1,T,9,43,5.375,0
1,T,9,44,5.5,0
1,T,9,45,5.625,0
1,T,9,46,5.75,0
1,T,9,47,5.875,0
1,T,9,48,6.0,0
1,T,9,49,6.125,0
1,T,9,50,6.25,0
1,T,9,51,6.375,0
1,T,9,52,6.5,0
1,T,9,53,6.625,0
1,T,9,54,6.75,0
1,T,9,55,6.875,0
1,T,9,56,7.0,0
1,T,9,57,7.125,0
1,T,9,58,7.25,0
1,T,9,59,7.375,0
1,T,9,60,7.5,0
1,T,9,61,7.625,0
1,T,9,62,7.75,0
1,T,9,63,7.875,0
1,T,9,64,8.0,0
1,T,10,1,0.125,0
1,T,10,2,0.25,1
1,T,10,3,0.375,0
1,T,10,4,0.5,0
1,T,10,5,0.625,0
1,T,10,6,0.75,0
1,T,10,7,0.875,0
1,T,10,8,1.0,1
1,T,10,9,1.125,0
1,T,10,10,1.25,0
1,T,10,11,1.375,0
1,T,10,12,1.5,0
1,T,10,13,1.625,0
1,T,10,14,1.75,0
1,T,10,15,1.875,0
1,T,10,16,2.0,0
1,T,10,17,2.125,0
1,T,10,18,2.25,0
1,T,10,19,2.375,0
1,T,10,20,2.5,0
1,T,10,21,2.625,0
1,T,10,22,2.75,0
1,T,10,23,2.875,0
1,T,10,24,3.0,0
1,T,10,25,3.125,0
1,T,10,26,3.25,0
1,T,10,27,3.375,0
1,T,10,28,3.5,0
1,T,10,29,3.625,0
1,T,10,30,3.75,0
1,T,10,31,3.875,0
1,T,10,32,4.0,0
1,T,10,33,4.125,0
1,T,10,34,4.25,0
1,T,10,35,4.375,0
1,T,10,36,4.5,0
1,T,10,37,4.625,0
1,T,10,38,4.75,0
1,T,10,39,4.875,0
1,T,10,40,5.0,0
1,T,10,41,5.125,0
1,T,10,42,5.25,0
1,T,10,43,5.375,0
1,T,10,44,5.5,0
1,T,10,45,5.625,0
1,T,10,46,5.75,0
1,T,10,47,5.875,0
1,T,10,48,6.0,0
1,T,10,49,6.125,0
1,T,10,50,6.25,0
1,T,10,51,6.375,0
1,T,10,52,6.5,0
1,T,10,53,6.625,0
1,T,10,54,6.75,0
1,T,10,55,6.875,0
1,T,10,56,7.0,0
1,T,10,57,7.125,0
1,T,10,58,7.25,0
1,T,10,59,7.375,0
1,T,10,60,7.5,0
1,T,10,61,7.625,0
1,T,10,62,7.75,0
1,T,10,63,7.875,0
1,T,10,64,8.0,0
1,T,11,1,0.125,0
1,T,11,2,0.25,1
1,T,11,3,0.375,0
1,T,11,4,0.5,0
1,T,11,5,0.625,0
1,T,11,6,0.75,0
1,T,11,7,0.875,0
1,T,11,8,1.0,1
1,T,11,9,1.125,0
1,T,11,10,1.25,0
1,T,11,11,1.375,0
1,T,11,12,1.5,0
1,T,11,13,1.625,0
1,T,11,14,1.75,0
1,T,11,15,1.875,0
1,T,11,16,2.0,0
1,T,11,17,2.125,0
1,T,11,18,2.25,0
1,T,11,19,2.375,0
1,T,11,20,2.5,0
1,T,11,21,2.625,0
1,T,11,22,2.75,0
1,T,11,23,2.875,0
1,T,11,24,3.0,0
1,T,11,25,3.125,0
1,T,11,26,3.25,0
1,T,11,27,3.375,0
1,T,11,28,3.5,0
1,T,11,29,3.625,0
1,T,11,30,3.75,0
1,T,11,31,3.875,0
1,T,11,32,4.0,0
1,T,11,33,4.125,0
1,T,11,34,4.25,0
1,T,11,35,4.375,0
1,T,11,36,4.5,0
1,T,11,37,4.625,0
1,T,11,38,4.75,0
1,T,11,39,4.875,0
1,T,11,40,5.0,0
1,T,11,41,5.125,0
1,T,11,42,5.25,0
1,T,11,43,5.375,0
1,T,11,44,5.5,0
1,T,11,45,5.625,0
1,T,11,46,5.75,0
1,T,11,47,5.875,0
1,T,11,48,6.0,0
1,T,11,49,6.125,0
1,T,11,50,6.25,0
1,T,11,51,6.375,0
1,T,11,52,6.5,0
1,T,11,53,6.625,0
1,T,11,54,6.75,0
1,T,11,55,6.875,0
1,T,11,56,7.0,0
1,T,11,57,7.125,0
1,T,11,58,7.25,0
1,T,11,59,7.375,0
1,T,11,60,7.5,0
1,T,11,61,7.625,0
1,T,11,62,7.75,0
1,T,11,63,7.875,0
1,T,11,64,8.0,0
1,T,12,1,0.125,0
1,T,12,2,0.25,1
1,T,12,3,0.375,0
1,T,12,4,0.5,0
1,T,12,5,0.625,0
1,T,12,6,0.75,0
1,T,12,7,0.875,0
1,T,12,8,1.0,1
1,T,12,9,1.125,0
1,T,12,10,1.25,0
1,T,12,11,1.375,0
1,T,12,12,1.5,0
1,T,12,13,1.625,0
1,T,12,14,1.75,0
1,T,12,15,1.875,0
1,T,12,16,2.0,0
1,T,12,17,2.125,0
1,T,12,18,2.25,0
1,T,12,19,2.375,0
1,T,12,20,2.5,0
1,T,12,21,2.625,0
1,T,12,22,2.75,0
1,T,12,23,2.875,0
1,T,12,24,3.0,0
1,T,12,25,3.125,0
1,T,12,26,3.25,0
1,T,12,27,3.375,0
1,T,12,28,3.5,0
1,T,12,29,3.625,0
1,T,12,30,3.75,0
1,T,12,31,3.875,0
1,T,12,32,4.0,0
1,T,12,33,4.125,0
1,T,12,34,4.25,0
1,T,12,35,4.375,0
1,T,12,36,4.5,0
1,T,12,37,4.625,0
1,T,12,38,4.75,0
1,T,12,39,4.875,0
1,T,12,40,5.0,0
1,T,12,41,5.125,0
1,T,12,42,5.25,0
1,T,12,43,5.375,0
1,T,12,44,5.5,0
1,T,12,45,5.625,0
1,T,12,46,5.75,0
1,T,12,47,5.875,0
1,T,12,48,6.0,0
1,T,12,49,6.125,0
1,T,12,50,6.25,0
1,T,12,51,6.375,0
1,T,12,52,6.5,0
1,T,12,53,6.625,0
1,T,12,54,6.75,0
1,T,12,55,6.875,0
1,T,12,56,7.0,0
1,T,12,57,7.125,0
1,T,12,58,7.25,0
1,T,12,59,7.375,0
1,T,12,60,7.5,0
1,T,12,61,7.625,0
1,T,12,62,7.75,0
1,T,12,63,7.875,0
1,T,12,64,8.0,0
1,T,13,1,0.125,1
1,T,13,2,0.25,0
1,T,13,3,0.375,0
1,T,13,4,0.5,0
1,T,13,5,0.625,0
1,T,13,6,0.75,1
1,T,13,7,0.875,0
1,T,13,8,1.0,0
1,T,13,9,1.125,0
1,T,13,10,1.25,0
1,T,13,11,1.375,0
1,T,13,12,1.5,0
1,T,13,13,1.625,0
1,T,13,14,1.75,0
1,T,13,15,1.875,0
1,T,13,16,2.0,0
1,T,13,17,2.125,0
1,T,13,18,2.25,0
1,T,13,19,2.375,0
1,T,13,20,2.5,0
1,T,13,21,2.625,0
1,T,13,22,2.75,0
1,T,13,23,2.875,0
1,T,13,24,3.0,0
1,T,13,25,3.125,0
1,T,13,26,3.25,0
1,T,13,27,3.375,0
1,T,13,28,3.5,0
1,T,13,29,3.625,0
1,T,13,30,3.75,0
1,T,13,31,3.875,0
1,T,13,32,4.0,0
1,T,13,33,4.125,0
1,T,13,34,4.25,0
1,T,13,35,4.375,0
1,T,13,36,4.5,0
1,T,13,37,4.625,0
1,T,13,38,4.75,0
1,T,13,39,4.875,0
1,T,13,40,5.0,0
1,T,13,41,5.125,0
1,T,13,42,5.25,0
1,T,13,43,5.375,0
1,T,13,44,5.5,0
1,T,13,45,5.625,0
1,T,13,46,5.75,0
1,T,13,47,5.875,0
1,T,13,48,6.0,0
1,T,13,49,6.125,0
1,T,13,50,6.25,0
1,T,13,51,6.375,0
1,T,13,52,6.5,0
1,T,13,53,6.625,0
1,T,13,54,6.75,0
1,T,13,55,6.875,0
1,T,13,56,7.0,0
1,T,13,57,7.125,0
1,T,13,58,7.25,0
1,T,13,59,7.375,0
1,T,13,60,7.5,0
1,T,13,61,7.625,0
1,T,13,62,7.75,0
1,T,13,63,7.875,0
1,T,13,64,8.0,0
1,T,14,1,0.125,1
1,T,14,2,0.25,1
1,T,14,3,0.375,0
1,T,14,4,0.5,0
1,T,14,5,0.625,0
1,T,14,6,0.75,0
1,T,14,7,0.875,0
1,T,14,8,1.0,0
1,T,14,9,1.125,0
1,T,14,10,1.25,0
1,T,14,11,1.375,0
1,T,14,12,1.5,0
1,T,14,13,1.625,0
1,T,14,14,1.75,0
1,T,14,15,1.875,0
1,T,14,16,2.0,0
1,T,14,17,2.125,0
1,T,14,18,2.25,0
1,T,14,19,2.375,0
1,T,14,20,2.5,0
1,T,14,21,2.625,0
1,T,14,22,2.75,0
1,T,14,23,2.875,0
1,T,14,24,3.0,0
1,T,14,25,3.125,0
1,T,14,26,3.25,0
1,T,14,27,3.375,0
1,T,14,28,3.5,0
1,T,14,29,3.625,0
1,T,14,30,3.75,0
1,T,14,31,3.875,0
1,T,14,32,4.0,0
1,T,14,33,4.125,0
1,T,14,34,4.25,0
1,T,14,35,4.375,0
1,T,14,36,4.5,0
1,T,14,37,4.625,0
1,T,14,38,4.75,0
1,T,14,39,4.875,0
1,T,14,40,5.0,0
1,T,14,41,5.125,0
1,T,14,42,5.25,0
1,T,14,43,5.375,0
1,T,14,44,5.5,0
1,T,14,45,5.625,0
1,T,14,46,5.75,0
1,T,14,47,5.875,0
1,T,14,48,6.0,0
1,T,14,49,6.125,0
1,T,14,50,6.25,0
1,T,14,51,6.375,0
1,T,14,52,6.5,0
1,T,14,53,6.625,0
1,T,14,54,6.75,0
1,T,14,55,6.875,0
1,T,14,56,7.0,0
1,T,14,57,7.125,0
1,T,14,58,7.25,0
1,T,14,59,7.375,0
1,T,14,60,7.5,0
1,T,14,61,7.625,0
1,T,14,62,7.75,0
1,T,14,63,7.875,0
1,T,14,64,8.0,0
1,T,15,1,0.125,1
1,T,15,2,0.25,1
1,T,15,3,0.375,0
1,T,15,4,0.5,0
1,T,15,5,0.625,0
1,T,15,6,0.75,0
1,T,15,7,0.875,0
1,T,15,8,1.0,0
1,T,15,9,1.125,0
1,T,15,10,1.25,0
1,T,15,11,1.375,0
1,T,15,12,1.5,0
1,T,15,13,1.625,0
1,T,15,14,1.75,0
1,T,15,15,1.875,0
1,T,15,16,2.0,0
1,T,15,17,2.125,0
1,T,15,18,2.25,0
1,T,15,19,2.375,0
1,T,15,20,2.5,0
1,T,15,21,2.625,0
1,T,15,22,2.75,0
1,T,15,23,2.875,0
1,T,15,24,3.0,0
1,T,15,25,3.125,0
1,T,15,26,3.25,0
1,T,15,27,3.375,0
1,T,15,28,3.5,0
1,T,15,29,3.625,0
1,T,15,30,3.75,0
1,T,15,31,3.875,0
1,T,15,32,4.0,0
1,T,15,33,4.125,0
1,T,15,34,4.25,0
1,T,15,35,4.375,0
1,T,15,36,4.5,0
1,T,15,37,4.625,0
1,T,15,38,4.75,0
1,T,15,39,4.875,0
1,T,15,40,5.0,0
1,T,15,41,5.125,0
1,T,15,42,5.25,0
1,T,15,43,5.375,0
1,T,15,44,5.5,0
1,T,15,45,5.625,0
1,T,15,46,5.75,0
1,T,15,47,5.875,0
1,T,15,48,6.0,0
1,T,15,49,6.125,0
1,T,15,50,6.25,0
1,T,15,51,6.375,0
1,T,15,52,6.5,0
1,T,15,53,6.625,0
1,T,15,54,6.75,0
1,T,15,55,6.875,0
1,T,15,56,7.0,0
1,T,15,57,7.125,0
1,T,15,58,7.25,0
1,T,15,59,7.375,0
1,T,15,60,7.5,0
1,T,15,61,7.625,0
1,T,15,62,7.75,0
1,T,15,63,7.875,0
1,T,15,64,8.0,0
1,T,16,1,0.125,0
1,T,16,2,0.25,1
1,T,16,3,0.375,0
1,T,16,4,0.5,0
1,T,16,5,0.625,0
1,T,16,6,0.75,0
1,T,16,7,0.875,0
1,T,16,8,1.0,0
1,T,16,9,1.125,0
1,T,16,10,1.25,0
1,T,16,11,1.375,0
1,T,16,12,1.5,0
1,T,16,13,1.625,0
1,T,16,14,1.75,0
1,T,16,15,1.875,0
1,T,16,16,2.0,0
1,T,16,17,2.125,0
1,T,16,18,2.25,0
1,T,16,19,2.375,0
1,T,16,20,2.5,0
1,T,16,21,2.625,0
1,T,16,22,2.75,0
1,T,16,23,2.875,0
1,T,16,24,3.0,0
1,T,16,25,3.125,0
1,T,16,26,3.25,0
1,T,16,27,3.375,0
1,T,16,28,3.5,0
1,T,16,29,3.625,0
1,T,16,30,3.75,0
1,T,16,31,3.875,0
1,T,16,32,4.0,0
1,T,16,33,4.125,0
1,T,16,34,4.25,0
1,T,16,35,4.375,0
